data,tipo,categoria,centro_custo,forma_pagamento,valor,saldo_acumulado
2021-01-11,Entrada,Vendas,Comercial,Pix,3783.9,-810241.23
2021-01-11,Saída,Marketing,Administrativo,Boleto,-1791.99,-812033.22
2021-01-11,Saída,Fornecedores,RH,Transferência,-2195.99,-814229.22
2021-01-12,Saída,Marketing,Administrativo,Pix,-824.57,-815053.79
2021-01-12,Saída,Salários,Operacional,Transferência,-3519.93,-818573.72
2021-01-12,Saída,Fornecedores,RH,Transferência,-2117.48,-820691.2
2021-01-13,Saída,Marketing,Operacional,Cartão,-1953.57,-822644.77
2021-01-13,Saída,Salários,Administrativo,Pix,-2721.47,-825366.24
2021-01-13,Saída,Salários,RH,Pix,-4564.99,-829931.23
2021-01-14,Entrada,Vendas,Operacional,Pix,3922.12,-826009.1
2021-01-14,Saída,Salários,Comercial,Cartão,-2840.19,-828849.29
2021-01-14,Saída,Fornecedores,Comercial,Transferência,-1598.79,-830448.08
2021-01-14,Saída,Impostos,Comercial,Pix,-1740.0,-832188.08
2021-01-15,Entrada,Vendas,RH,Pix,5469.88,-826718.21
2021-01-15,Saída,Marketing,RH,Boleto,-933.4,-827651.6
2021-01-15,Saída,Marketing,RH,Pix,-1089.1,-828740.71
2021-01-16,Entrada,Fornecedores,Comercial,Pix,1607.3,-827133.41
2021-01-16,Entrada,Fornecedores,Comercial,Cartão,1595.7,-825537.7
2021-01-16,Saída,Fornecedores,Comercial,Boleto,-1662.54,-827200.24
2021-01-16,Entrada,Impostos,Operacional,Boleto,1617.06,-825583.18
2021-01-17,Saída,Salários,Administrativo,Pix,-2433.32,-828016.51
2021-01-17,Saída,Impostos,Comercial,Pix,-1176.35,-829192.86
2021-01-17,Entrada,Vendas,Comercial,Cartão,4457.94,-824734.91
2021-01-17,Saída,Fornecedores,RH,Transferência,-2069.07,-826803.98
2021-01-18,Saída,Salários,RH,Pix,-3898.7,-830702.67
2021-01-18,Saída,Marketing,Comercial,Transferência,-811.23,-831513.91
2021-01-18,Saída,Marketing,Comercial,Boleto,-1209.5,-832723.41
2021-01-18,Saída,Fornecedores,Comercial,Pix,-2598.03,-835321.44
2021-01-19,Entrada,Vendas,Operacional,Boleto,3030.15,-832291.29
2021-01-19,Saída,Fornecedores,RH,Transferência,-2322.46,-834613.75
2021-01-19,Entrada,Fornecedores,Administrativo,Pix,1533.5,-833080.25
2021-01-19,Saída,Marketing,RH,Cartão,-908.52,-833988.77
2021-01-19,Saída,Salários,Administrativo,Boleto,-3553.24,-837542.01
2021-01-20,Saída,Impostos,RH,Cartão,-1957.07,-839499.08
2021-01-20,Entrada,Vendas,Operacional,Transferência,3652.09,-835846.99
2021-01-20,Saída,Salários,Comercial,Cartão,-1698.47,-837545.46
2021-01-21,Saída,Vendas,Comercial,Pix,-150.0,-837695.46
2021-01-21,Saída,Salários,Administrativo,Pix,-2113.83,-839809.29
2021-01-21,Saída,Impostos,Comercial,Pix,-1595.31,-841404.6
2021-01-21,Saída,Salários,Operacional,Boleto,-2325.15,-843729.75
2021-01-22,Saída,Salários,RH,Cartão,-3122.82,-846852.57
2021-01-22,Saída,Salários,RH,Transferência,-2824.89,-849677.46
2021-01-22,Saída,Impostos,Comercial,Transferência,-954.7,-850632.16
2021-01-23,Saída,Fornecedores,Operacional,Pix,-1341.52,-851973.68
2021-01-23,Entrada,Vendas,Operacional,Transferência,4808.71,-847164.97
2021-01-24,Saída,Marketing,RH,Transferência,-1772.35,-848937.32
2021-01-24,Saída,Fornecedores,Administrativo,Transferência,-2836.25,-851773.57
2021-01-24,Saída,Marketing,RH,Cartão,-2028.74,-853802.31
2021-01-25,Saída,Impostos,Operacional,Boleto,-1216.29,-855018.6
2021-01-25,Saída,Marketing,Operacional,Pix,-950.0,-855968.61
2021-01-25,Entrada,Fornecedores,Comercial,Boleto,1555.97,-854412.64
2021-01-25,Saída,Fornecedores,Administrativo,Pix,-3249.07,-857661.71
2021-01-26,Saída,Impostos,Operacional,Pix,-2065.8,-859727.5
2021-01-26,Entrada,Vendas,Comercial,Transferência,4044.59,-855682.91
2021-01-27,Saída,Marketing,RH,Cartão,-789.27,-856472.18
2021-01-27,Saída,Salários,Administrativo,Transferência,-2635.45,-859107.62
2021-01-28,Saída,Impostos,RH,Cartão,-1952.74,-861060.37
2021-01-28,Saída,Fornecedores,Operacional,Cartão,-2454.46,-863514.82
2021-01-28,Entrada,Marketing,Operacional,Transferência,1121.87,-862392.95
2021-01-28,Entrada,Salários,Administrativo,Cartão,794.84,-861598.11
2021-01-29,Saída,Marketing,RH,Cartão,-1066.74,-862664.85
2021-01-29,Saída,Impostos,Comercial,Boleto,-2522.82,-865187.68
2021-01-29,Entrada,Vendas,RH,Transferência,4006.54,-861181.14
2021-01-30,Saída,Impostos,Operacional,Boleto,-1747.36,-862928.5
2021-01-30,Saída,Impostos,Comercial,Pix,-1229.92,-864158.42
2021-01-30,Saída,Vendas,Operacional,Pix,-855.46,-865013.88
2021-01-31,Entrada,Vendas,Administrativo,Boleto,4344.63,-860669.25
2021-01-31,Saída,Marketing,Administrativo,Pix,-1269.35,-861938.6
2021-01-31,Saída,Marketing,RH,Boleto,-1368.12,-863306.72
2021-02-01,Saída,Impostos,Administrativo,Transferência,-1345.47,-864652.19
2021-02-01,Saída,Impostos,Comercial,Boleto,-1872.94,-866525.12
2021-02-02,Entrada,Vendas,Comercial,Transferência,3292.13,-863232.99
2021-02-02,Entrada,Impostos,Operacional,Cartão,1435.85,-861797.14
2021-02-02,Entrada,Vendas,RH,Cartão,2207.24,-859589.9
2021-02-02,Saída,Salários,Comercial,Cartão,-2915.16,-862505.06
2021-02-02,Saída,Fornecedores,RH,Transferência,-1945.55,-864450.61
2021-02-03,Saída,Salários,RH,Cartão,-3952.63,-868403.24
2021-02-03,Saída,Vendas,Operacional,Transferência,-1090.47,-869493.71
2021-02-04,Saída,Salários,Comercial,Boleto,-4874.09,-874367.8
2021-02-04,Entrada,Fornecedores,Administrativo,Pix,940.44,-873427.35
2021-02-04,Saída,Fornecedores,Comercial,Boleto,-2191.6,-875618.95
2021-02-04,Saída,Marketing,Operacional,Cartão,-797.7,-876416.66
2021-02-05,Entrada,Fornecedores,Administrativo,Cartão,1242.22,-875174.44
2021-02-05,Saída,Marketing,RH,Cartão,-480.39,-875654.83
2021-02-05,Saída,Vendas,RH,Pix,-872.35,-876527.18
2021-02-06,Entrada,Impostos,Comercial,Cartão,1329.21,-875197.97
2021-02-06,Saída,Salários,Operacional,Boleto,-3807.04,-879005.0
2021-02-06,Entrada,Impostos,Comercial,Boleto,1077.16,-877927.84
2021-02-06,Saída,Impostos,Operacional,Pix,-1691.54,-879619.38
2021-02-07,Saída,Marketing,Comercial,Pix,-1903.3,-881522.68
2021-02-07,Saída,Marketing,Comercial,Pix,-2041.07,-883563.74
2021-02-07,Saída,Impostos,Administrativo,Transferência,-1767.14,-885330.88
2021-02-08,Entrada,Fornecedores,Administrativo,Transferência,1861.97,-883468.92
2021-02-08,Saída,Impostos,RH,Transferência,-1337.41,-884806.32
2021-02-08,Saída,Marketing,Operacional,Boleto,-905.91,-885712.23
2021-02-08,Saída,Salários,Comercial,Transferência,-1761.89,-887474.12
2021-02-09,Saída,Impostos,Operacional,Cartão,-3111.86,-890585.98
2021-02-09,Saída,Salários,Comercial,Pix,-2519.08,-893105.06
2021-02-09,Saída,Marketing,Operacional,Transferência,-1657.1,-894762.16
2021-02-09,Saída,Salários,Operacional,Transferência,-3006.78,-897768.94
2021-02-09,Saída,Marketing,Administrativo,Pix,-1534.36,-899303.3
2021-02-10,Saída,Marketing,Comercial,Boleto,-1132.88,-900436.18
2021-02-10,Saída,Fornecedores,Operacional,Pix,-2520.73,-902956.91
2021-02-10,Saída,Fornecedores,Administrativo,Boleto,-3374.11,-906331.02
2021-02-10,Entrada,Impostos,RH,Boleto,1040.52,-905290.49
2021-02-10,Saída,Marketing,Comercial,Boleto,-1288.95,-906579.44
2021-02-11,Entrada,Salários,Administrativo,Transferência,687.6,-905891.83
2021-02-11,Entrada,Vendas,Comercial,Boleto,4308.94,-901582.89
2021-02-12,Saída,Impostos,Comercial,Transferência,-1997.95,-903580.84
2021-02-12,Saída,Fornecedores,Administrativo,Cartão,-811.52,-904392.36
2021-02-13,Saída,Salários,Comercial,Cartão,-3077.1,-907469.46
2021-02-13,Saída,Marketing,Operacional,Boleto,-1184.0,-908653.46
2021-02-13,Saída,Salários,RH,Cartão,-3464.52,-912117.98
2021-02-13,Saída,Marketing,Operacional,Pix,-1424.37,-913542.35
2021-02-14,Entrada,Impostos,Operacional,Boleto,387.99,-913154.36
2021-02-14,Saída,Salários,Comercial,Boleto,-2490.64,-915645.01
2021-02-14,Entrada,Impostos,Operacional,Pix,582.23,-915062.78
2021-02-15,Entrada,Vendas,Administrativo,Transferência,4602.65,-910460.12
2021-02-15,Saída,Marketing,Comercial,Boleto,-1149.38,-911609.51
2021-02-15,Saída,Fornecedores,Administrativo,Pix,-4116.03,-915725.54
2021-02-15,Saída,Impostos,Operacional,Transferência,-2236.81,-917962.34
2021-02-16,Entrada,Fornecedores,Comercial,Pix,2033.5,-915928.84
2021-02-16,Saída,Fornecedores,Operacional,Boleto,-2400.57,-918329.41
2021-02-16,Saída,Fornecedores,Comercial,Pix,-2466.27,-920795.67
2021-02-16,Saída,Salários,Administrativo,Transferência,-2690.28,-923485.95
2021-02-16,Saída,Marketing,RH,Transferência,-2092.89,-925578.85
2021-02-17,Entrada,Vendas,Operacional,Boleto,4369.12,-921209.72
2021-02-17,Saída,Impostos,RH,Pix,-1549.93,-922759.66
2021-02-17,Saída,Fornecedores,Comercial,Transferência,-1978.76,-924738.42
2021-02-17,Saída,Marketing,Comercial,Cartão,-2005.95,-926744.37
2021-02-18,Entrada,Fornecedores,Administrativo,Boleto,2418.86,-924325.51
2021-02-18,Saída,Fornecedores,RH,Pix,-742.17,-925067.68
2021-02-18,Saída,Salários,Administrativo,Transferência,-2533.66,-927601.33
2021-02-19,Saída,Marketing,Comercial,Boleto,-856.43,-928457.76
2021-02-19,Saída,Impostos,RH,Pix,-1363.09,-929820.85
2021-02-19,Saída,Salários,Comercial,Boleto,-2749.91,-932570.75
2021-02-20,Saída,Salários,RH,Cartão,-3051.12,-935621.87
2021-02-20,Entrada,Fornecedores,Administrativo,Pix,2226.85,-933395.03
2021-02-20,Saída,Salários,Comercial,Transferência,-5379.04,-938774.07
2021-02-21,Saída,Marketing,RH,Pix,-1554.38,-940328.44
2021-02-21,Saída,Fornecedores,Operacional,Boleto,-1833.13,-942161.57
2021-02-21,Saída,Impostos,Operacional,Boleto,-1366.73,-943528.3
2021-02-22,Saída,Salários,Comercial,Boleto,-3215.31,-946743.61
2021-02-22,Saída,Vendas,RH,Pix,-757.75,-947501.36
2021-02-22,Saída,Marketing,RH,Pix,-1494.6,-948995.96
2021-02-22,Saída,Impostos,Comercial,Boleto,-1736.8,-950732.75
2021-02-23,Saída,Salários,Administrativo,Cartão,-4814.31,-955547.06
2021-02-23,Saída,Fornecedores,RH,Cartão,-2882.76,-958429.82
2021-02-24,Saída,Impostos,RH,Boleto,-1765.86,-960195.69
2021-02-24,Saída,Fornecedores,Operacional,Transferência,-3133.25,-963328.94
2021-02-25,Saída,Impostos,Operacional,Pix,-2934.36,-966263.31
2021-02-25,Entrada,Vendas,Administrativo,Transferência,4041.04,-962222.27
2021-02-25,Saída,Fornecedores,Administrativo,Boleto,-1509.62,-963731.88
2021-02-25,Saída,Salários,RH,Cartão,-3463.32,-967195.21
2021-02-26,Entrada,Fornecedores,Administrativo,Boleto,2605.05,-964590.16
2021-02-26,Saída,Impostos,RH,Cartão,-1331.17,-965921.33
2021-02-26,Entrada,Vendas,Operacional,Cartão,3652.49,-962268.84
2021-02-26,Saída,Marketing,Administrativo,Cartão,-1073.24,-963342.08
2021-02-26,Entrada,Marketing,Operacional,Boleto,1537.08,-961805.0
2021-02-27,Saída,Vendas,Comercial,Cartão,-668.28,-962473.27
2021-02-27,Saída,Salários,Administrativo,Pix,-3822.68,-966295.95
2021-02-27,Saída,Salários,Administrativo,Cartão,-3434.11,-969730.06
2021-02-28,Saída,Vendas,Comercial,Transferência,-1343.42,-971073.48
2021-02-28,Entrada,Fornecedores,Administrativo,Transferência,1135.87,-969937.62
2021-02-28,Saída,Fornecedores,Comercial,Boleto,-3970.24,-973907.85
2021-02-28,Saída,Salários,RH,Pix,-2225.63,-976133.48
2021-03-01,Saída,Salários,RH,Boleto,-5051.8,-981185.28
2021-03-01,Entrada,Vendas,Operacional,Pix,5649.08,-975536.2
2021-03-02,Saída,Fornecedores,RH,Boleto,-3178.52,-978714.72
2021-03-02,Saída,Salários,Operacional,Pix,-5332.54,-984047.26
2021-03-02,Entrada,Marketing,RH,Cartão,1676.37,-982370.89
2021-03-03,Saída,Impostos,Administrativo,Transferência,-1153.35,-983524.24
2021-03-03,Saída,Salários,Administrativo,Boleto,-2287.75,-985811.99
2021-03-03,Entrada,Vendas,RH,Boleto,3793.28,-982018.71
2021-03-03,Entrada,Vendas,Administrativo,Cartão,5645.73,-976372.98
2021-03-04,Entrada,Vendas,Operacional,Transferência,4935.52,-971437.47
2021-03-04,Entrada,Salários,Administrativo,Transferência,1071.21,-970366.25
2021-03-04,Saída,Fornecedores,Operacional,Boleto,-2449.91,-972816.16
2021-03-05,Entrada,Marketing,Comercial,Transferência,1443.44,-971372.72
2021-03-05,Saída,Impostos,Administrativo,Pix,-1648.18,-973020.89
2021-03-05,Saída,Fornecedores,RH,Pix,-2246.56,-975267.46
2021-03-05,Saída,Impostos,RH,Cartão,-1721.18,-976988.63
2021-03-06,Saída,Impostos,Comercial,Cartão,-2086.09,-979074.73
2021-03-06,Saída,Impostos,Comercial,Transferência,-1954.34,-981029.07
2021-03-06,Saída,Fornecedores,Operacional,Pix,-3778.86,-984807.93
2021-03-07,Entrada,Vendas,RH,Cartão,5251.72,-979556.21
2021-03-07,Entrada,Vendas,Operacional,Cartão,4846.74,-974709.47
2021-03-07,Saída,Salários,Comercial,Boleto,-3536.86,-978246.33
2021-03-08,Saída,Fornecedores,Comercial,Cartão,-924.75,-979171.08
2021-03-08,Entrada,Fornecedores,RH,Transferência,2503.85,-976667.23
2021-03-08,Entrada,Vendas,Comercial,Cartão,4460.12,-972207.11
2021-03-09,Saída,Impostos,Administrativo,Boleto,-2181.23,-974388.34
2021-03-09,Entrada,Vendas,Comercial,Transferência,3996.19,-970392.15
2021-03-09,Saída,Vendas,Comercial,Boleto,-1110.44,-971502.59
2021-03-09,Saída,Marketing,RH,Boleto,-1353.37,-972855.96
2021-03-10,Saída,Fornecedores,RH,Pix,-2994.07,-975850.03
2021-03-10,Entrada,Vendas,Operacional,Cartão,4186.47,-971663.56
2021-03-10,Saída,Salários,RH,Transferência,-4122.21,-975785.77
2021-03-10,Saída,Fornecedores,Operacional,Cartão,-1923.95,-977709.72
2021-03-11,Saída,Marketing,Administrativo,Boleto,-2185.07,-979894.8
2021-03-11,Entrada,Vendas,Operacional,Boleto,7352.55,-972542.25
2021-03-11,Entrada,Vendas,RH,Pix,4940.92,-967601.33
2021-03-12,Entrada,Fornecedores,Operacional,Transferência,1325.83,-966275.5
2021-03-12,Entrada,Vendas,RH,Cartão,5131.15,-961144.36
2021-03-12,Entrada,Vendas,RH,Transferência,4305.25,-956839.11
2021-03-12,Saída,Fornecedores,Administrativo,Boleto,-3847.31,-960686.42
2021-03-12,Entrada,Vendas,Administrativo,Pix,5494.69,-955191.73
2021-03-13,Saída,Fornecedores,Administrativo,Pix,-3950.65,-959142.38
2021-03-13,Saída,Vendas,RH,Pix,-948.05,-960090.43
2021-03-13,Entrada,Vendas,Administrativo,Transferência,4724.44,-955365.99
2021-03-13,Saída,Fornecedores,Operacional,Transferência,-1984.96,-957350.96
2021-03-14,Saída,Fornecedores,Operacional,Cartão,-3045.05,-960396.01
2021-03-14,Saída,Salários,Comercial,Transferência,-4212.19,-964608.19
2021-03-15,Entrada,Vendas,Administrativo,Pix,3249.51,-961358.68
2021-03-15,Saída,Salários,RH,Transferência,-3274.71,-964633.39
2021-03-15,Entrada,Vendas,Operacional,Pix,4162.61,-960470.78
2021-03-16,Entrada,Marketing,Comercial,Boleto,1831.95,-958638.83
2021-03-16,Saída,Vendas,Administrativo,Pix,-1704.17,-960343.0
2021-03-17,Saída,Salários,Comercial,Boleto,-4716.35,-965059.35
2021-03-17,Saída,Vendas,RH,Transferência,-1419.05,-966478.4
2021-03-17,Saída,Salários,Comercial,Transferência,-2800.05,-969278.45
2021-03-17,Entrada,Impostos,Operacional,Transferência,1356.38,-967922.07
2021-03-18,Saída,Salários,Administrativo,Pix,-4210.54,-972132.61
2021-03-18,Saída,Impostos,Comercial,Pix,-3040.88,-975173.48
2021-03-18,Saída,Marketing,Operacional,Cartão,-1872.6,-977046.08
2021-03-18,Entrada,Vendas,RH,Cartão,4014.69,-973031.39
2021-03-19,Entrada,Vendas,RH,Boleto,4066.17,-968965.22
2021-03-19,Entrada,Marketing,Comercial,Transferência,1598.82,-967366.4
2021-03-19,Saída,Impostos,Administrativo,Cartão,-1401.91,-968768.31
2021-03-20,Saída,Impostos,RH,Cartão,-2734.46,-971502.77
2021-03-20,Entrada,Marketing,Administrativo,Pix,1452.17,-970050.61
2021-03-20,Saída,Salários,Administrativo,Boleto,-4206.88,-974257.48
2021-03-20,Saída,Salários,RH,Transferência,-3754.99,-978012.48
2021-03-20,Saída,Vendas,Comercial,Transferência,-1371.42,-979383.9
2021-03-21,Entrada,Salários,RH,Cartão,1052.58,-978331.32
2021-03-21,Entrada,Fornecedores,RH,Cartão,817.28,-977514.04
2021-03-21,Saída,Marketing,RH,Transferência,-1918.76,-979432.81
2021-03-21,Saída,Salários,Operacional,Cartão,-3058.75,-982491.55
2021-03-22,Saída,Salários,RH,Pix,-3279.14,-985770.69
2021-03-22,Saída,Marketing,Administrativo,Cartão,-1181.76,-986952.46
2021-03-22,Entrada,Marketing,Administrativo,Pix,1228.03,-985724.43
2021-03-23,Saída,Fornecedores,Administrativo,Pix,-2999.96,-988724.39
2021-03-23,Saída,Salários,Operacional,Pix,-3660.01,-992384.4
2021-03-23,Saída,Impostos,RH,Transferência,-2378.5,-994762.9
2021-03-23,Saída,Vendas,Comercial,Boleto,-1164.53,-995927.43
2021-03-24,Entrada,Impostos,Comercial,Pix,1908.45,-994018.98
2021-03-24,Saída,Vendas,Administrativo,Transferência,-805.08,-994824.06
2021-03-24,Saída,Impostos,Operacional,Cartão,-1823.73,-996647.8
2021-03-24,Saída,Fornecedores,Administrativo,Transferência,-1382.35,-998030.15
2021-03-25,Entrada,Impostos,RH,Transferência,2329.61,-995700.54
2021-03-25,Saída,Salários,RH,Cartão,-4138.34,-999838.88
2021-03-25,Saída,Salários,RH,Transferência,-5750.46,-1005589.33
2021-03-25,Saída,Fornecedores,Comercial,Pix,-690.52,-1006279.86
2021-03-25,Saída,Salários,Comercial,Pix,-4211.06,-1010490.91
2021-03-26,Saída,Salários,RH,Transferência,-2816.09,-1013307.01
2021-03-26,Saída,Salários,Comercial,Cartão,-4767.57,-1018074.57
2021-03-26,Saída,Impostos,Operacional,Boleto,-911.36,-1018985.93
2021-03-27,Saída,Salários,Comercial,Pix,-2608.78,-1021594.71
2021-03-27,Saída,Impostos,Comercial,Pix,-452.2,-1022046.91
2021-03-27,Entrada,Vendas,Operacional,Cartão,4851.14,-1017195.77
2021-03-27,Entrada,Vendas,Administrativo,Transferência,3813.58,-1013382.2
2021-03-28,Entrada,Vendas,Operacional,Transferência,2870.99,-1010511.2
2021-03-28,Saída,Impostos,RH,Pix,-2169.93,-1012681.13
2021-03-29,Entrada,Impostos,Operacional,Cartão,844.37,-1011836.77
2021-03-29,Entrada,Fornecedores,RH,Boleto,2863.68,-1008973.08
2021-03-29,Saída,Salários,Administrativo,Cartão,-3169.46,-1012142.54
2021-03-30,Saída,Salários,Operacional,Transferência,-2837.91,-1014980.45
2021-03-30,Entrada,Marketing,RH,Cartão,150.0,-1014830.45
2021-03-30,Saída,Fornecedores,RH,Pix,-3475.73,-1018306.18
2021-03-31,Saída,Vendas,Comercial,Transferência,-532.44,-1018838.63
2021-03-31,Saída,Fornecedores,Administrativo,Boleto,-2372.13,-1021210.76
2021-03-31,Entrada,Fornecedores,Operacional,Boleto,2544.67,-1018666.09
2021-03-31,Saída,Fornecedores,RH,Pix,-2196.06,-1020862.14
2021-04-01,Saída,Fornecedores,Administrativo,Transferência,-3494.8,-1024356.94
2021-04-01,Saída,Marketing,Operacional,Boleto,-1077.0,-1025433.94
2021-04-02,Entrada,Marketing,Administrativo,Boleto,2005.69,-1023428.25
2021-04-02,Saída,Marketing,Administrativo,Cartão,-1718.74,-1025146.99
2021-04-02,Saída,Salários,Comercial,Pix,-2474.58,-1027621.57
2021-04-03,Saída,Impostos,RH,Pix,-1577.92,-1029199.49
2021-04-03,Saída,Salários,Comercial,Pix,-3405.48,-1032604.97
2021-04-03,Entrada,Impostos,Administrativo,Boleto,1624.71,-1030980.26
2021-04-03,Entrada,Vendas,RH,Boleto,4571.68,-1026408.58
2021-04-03,Saída,Salários,RH,Boleto,-2994.93,-1029403.51
2021-04-04,Saída,Impostos,Administrativo,Boleto,-2875.9,-1032279.41
2021-04-04,Saída,Fornecedores,RH,Transferência,-2760.49,-1035039.9
2021-04-05,Saída,Marketing,Operacional,Pix,-2103.62,-1037143.52
2021-04-05,Saída,Marketing,Comercial,Pix,-795.7,-1037939.22
2021-04-05,Entrada,Vendas,Comercial,Boleto,4832.83,-1033106.4
2021-04-05,Entrada,Vendas,Operacional,Pix,4679.89,-1028426.51
2021-04-05,Saída,Vendas,Administrativo,Cartão,-754.91,-1029181.42
2021-04-06,Entrada,Vendas,Administrativo,Boleto,4957.6,-1024223.82
2021-04-06,Entrada,Impostos,Administrativo,Cartão,1386.45,-1022837.37
2021-04-06,Saída,Marketing,Comercial,Transferência,-1329.12,-1024166.49
2021-04-07,Entrada,Vendas,Operacional,Transferência,3226.2,-1020940.3
2021-04-07,Saída,Impostos,Operacional,Transferência,-2669.88,-1023610.18
2021-04-07,Saída,Impostos,Operacional,Transferência,-1879.55,-1025489.73
2021-04-07,Saída,Impostos,Operacional,Cartão,-1292.98,-1026782.71
2021-04-07,Saída,Salários,Comercial,Transferência,-2931.75,-1029714.46
2021-04-08,Entrada,Fornecedores,Administrativo,Boleto,2125.04,-1027589.42
2021-04-08,Saída,Marketing,RH,Pix,-1630.71,-1029220.13
2021-04-09,Saída,Fornecedores,Administrativo,Pix,-3440.75,-1032660.88
2021-04-09,Saída,Marketing,Operacional,Boleto,-1779.09,-1034439.97
2021-04-09,Saída,Impostos,Administrativo,Transferência,-896.01,-1035335.98
2021-04-10,Saída,Marketing,Administrativo,Cartão,-1700.39,-1037036.37
2021-04-10,Entrada,Fornecedores,Administrativo,Cartão,871.28,-1036165.1
2021-04-10,Saída,Vendas,Operacional,Boleto,-782.26,-1036947.35
2021-04-11,Saída,Impostos,RH,Cartão,-1890.77,-1038838.12
2021-04-11,Entrada,Vendas,Comercial,Pix,3637.94,-1035200.18
2021-04-11,Entrada,Vendas,Comercial,Pix,4872.28,-1030327.9
2021-04-12,Saída,Marketing,Administrativo,Pix,-406.54,-1030734.44
2021-04-12,Saída,Salários,Comercial,Transferência,-2771.66,-1033506.09
2021-04-13,Saída,Marketing,Operacional,Boleto,-1722.1,-1035228.2
2021-04-13,Saída,Marketing,Administrativo,Transferência,-1106.42,-1036334.61
2021-04-13,Entrada,Vendas,Comercial,Cartão,3676.56,-1032658.05
2021-04-13,Saída,Impostos,Administrativo,Pix,-792.98,-1033451.03
2021-04-14,Saída,Fornecedores,Operacional,Pix,-2579.53,-1036030.56
2021-04-14,Entrada,Vendas,Operacional,Boleto,4651.61,-1031378.95
2021-04-15,Entrada,Impostos,Comercial,Transferência,778.22,-1030600.73
2021-04-15,Saída,Salários,RH,Pix,-3680.81,-1034281.54
2021-04-15,Saída,Impostos,Operacional,Boleto,-1598.61,-1035880.15
2021-04-16,Saída,Marketing,RH,Boleto,-1784.32,-1037664.48
2021-04-16,Entrada,Vendas,Operacional,Pix,4443.05,-1033221.42
2021-04-16,Saída,Marketing,Comercial,Boleto,-1208.63,-1034430.06
2021-04-17,Entrada,Vendas,Administrativo,Pix,4551.33,-1029878.73
2021-04-17,Saída,Salários,Comercial,Boleto,-3092.27,-1032970.99
2021-04-18,Saída,Salários,Operacional,Cartão,-3669.98,-1036640.97
2021-04-18,Saída,Impostos,Administrativo,Transferência,-2407.28,-1039048.25
2021-04-18,Saída,Vendas,Operacional,Transferência,-811.08,-1039859.33
2021-04-19,Saída,Marketing,Operacional,Cartão,-669.0,-1040528.33
2021-04-19,Saída,Impostos,Comercial,Pix,-1744.92,-1042273.25
2021-04-19,Saída,Marketing,RH,Cartão,-2059.31,-1044332.55
2021-04-19,Saída,Salários,Comercial,Boleto,-4634.04,-1048966.6
2021-04-20,Entrada,Fornecedores,Comercial,Pix,1119.2,-1047847.4
2021-04-20,Saída,Impostos,RH,Transferência,-2527.08,-1050374.48
2021-04-20,Saída,Fornecedores,Administrativo,Pix,-1862.79,-1052237.27
2021-04-20,Saída,Salários,Administrativo,Boleto,-2858.66,-1055095.92
2021-04-21,Saída,Impostos,Administrativo,Pix,-838.25,-1055934.17
2021-04-21,Saída,Fornecedores,Operacional,Pix,-4397.93,-1060332.1
2021-04-21,Saída,Fornecedores,Operacional,Cartão,-2436.81,-1062768.91
2021-04-21,Saída,Vendas,RH,Boleto,-574.73,-1063343.63
2021-04-22,Saída,Salários,Operacional,Boleto,-3285.91,-1066629.55
2021-04-22,Saída,Salários,Comercial,Pix,-3140.83,-1069770.38
2021-04-22,Saída,Fornecedores,Operacional,Boleto,-898.41,-1070668.79
2021-04-22,Saída,Salários,RH,Transferência,-2373.1,-1073041.89
2021-04-23,Entrada,Fornecedores,RH,Cartão,1818.32,-1071223.56
2021-04-23,Saída,Fornecedores,Operacional,Cartão,-3625.89,-1074849.46
2021-04-23,Saída,Salários,Comercial,Boleto,-1586.3,-1076435.76
2021-04-23,Entrada,Vendas,Comercial,Boleto,4886.2,-1071549.56
2021-04-24,Saída,Marketing,Comercial,Cartão,-429.21,-1071978.77
2021-04-24,Saída,Marketing,Administrativo,Cartão,-1586.92,-1073565.69
2021-04-25,Saída,Marketing,Comercial,Boleto,-1825.79,-1075391.48
2021-04-25,Saída,Fornecedores,Operacional,Transferência,-1995.17,-1077386.65
2021-04-25,Entrada,Vendas,RH,Transferência,3351.28,-1074035.37
2021-04-26,Saída,Salários,Operacional,Pix,-3898.09,-1077933.46
2021-04-26,Saída,Impostos,Comercial,Boleto,-1371.15,-1079304.61
2021-04-26,Saída,Impostos,Operacional,Transferência,-375.03,-1079679.64
2021-04-26,Entrada,Impostos,Comercial,Boleto,1384.71,-1078294.93
2021-04-26,Saída,Salários,Administrativo,Pix,-2798.14,-1081093.07
2021-04-27,Entrada,Vendas,Comercial,Cartão,3946.99,-1077146.09
2021-04-27,Saída,Fornecedores,Administrativo,Cartão,-2624.03,-1079770.12
2021-04-27,Saída,Vendas,Operacional,Boleto,-976.53,-1080746.65
2021-04-27,Saída,Impostos,Administrativo,Boleto,-1809.93,-1082556.58
2021-04-28,Saída,Fornecedores,RH,Transferência,-1952.67,-1084509.25
2021-04-28,Saída,Impostos,Comercial,Pix,-841.71,-1085350.96
2021-04-28,Entrada,Impostos,RH,Cartão,1950.46,-1083400.5
2021-04-28,Saída,Marketing,Comercial,Transferência,-155.71,-1083556.21
2021-04-29,Saída,Salários,Operacional,Cartão,-2843.39,-1086399.59
2021-04-29,Saída,Marketing,Comercial,Boleto,-1453.6,-1087853.2
