data,categoria,centro_custo,tipo_despesa,valor
2020-10-14,Marketing,RH,Fixa,-1832.79
2020-10-15,Aluguel,RH,Fixa,-2064.46
2020-10-16,Serviços,RH,Variável,-2956.12
2020-10-17,Marketing,RH,Variável,-1929.06
2020-10-17,Infraestrutura,RH,Variável,-2048.62
2020-10-18,Serviços,Administrativo,Variável,-310.77
2020-10-18,Pessoal,Operacional,Fixa,-2775.91
2020-10-19,Infraestrutura,Comercial,Fixa,-2551.92
2020-10-20,Serviços,RH,Variável,-1695.12
2020-10-21,Pessoal,Administrativo,Variável,-1469.31
2020-10-22,Infraestrutura,Operacional,Fixa,-2404.08
2020-10-23,Infraestrutura,Comercial,Fixa,-2732.24
2020-10-23,Serviços,Administrativo,Fixa,-977.71
2020-10-24,Pessoal,RH,Fixa,-2728.25
2020-10-24,Infraestrutura,Comercial,Fixa,-1915.58
2020-10-24,Pessoal,Operacional,Fixa,-2384.82
2020-10-25,Infraestrutura,Administrativo,Variável,-3016.6
2020-10-25,Aluguel,Operacional,Variável,-2157.43
2020-10-26,Infraestrutura,Comercial,Fixa,-3012.36
2020-10-26,Serviços,RH,Variável,-2039.86
2020-10-26,Infraestrutura,Comercial,Variável,-3326.05
2020-10-27,Infraestrutura,Comercial,Variável,-3306.09
2020-10-27,Serviços,Operacional,Variável,-2000.52
2020-10-28,Serviços,RH,Variável,-1157.83
2020-10-28,Aluguel,RH,Variável,-3217.33
2020-10-29,Infraestrutura,Comercial,Fixa,-4059.88
2020-10-29,Infraestrutura,Administrativo,Fixa,-2616.19
2020-10-30,Infraestrutura,Administrativo,Fixa,-3419.39
2020-10-30,Serviços,Comercial,Fixa,-1900.9
2020-10-31,Aluguel,Administrativo,Fixa,-3211.26
2020-11-01,Aluguel,RH,Variável,-2284.18
2020-11-01,Marketing,Operacional,Fixa,-1941.95
2020-11-02,Infraestrutura,Operacional,Fixa,-3363.15
2020-11-02,Infraestrutura,RH,Fixa,-2980.79
2020-11-03,Infraestrutura,Comercial,Variável,-3526.64
2020-11-03,Serviços,Administrativo,Variável,-3315.58
2020-11-04,Serviços,RH,Fixa,-1020.76
2020-11-04,Pessoal,RH,Fixa,-3594.84
2020-11-05,Pessoal,Administrativo,Variável,-3743.87
2020-11-06,Aluguel,Comercial,Variável,-2448.18
2020-11-07,Marketing,RH,Fixa,-487.52
2020-11-07,Aluguel,Administrativo,Fixa,-3058.67
2020-11-08,Aluguel,Administrativo,Fixa,-2244.61
2020-11-09,Aluguel,Operacional,Fixa,-2057.83
2020-11-09,Aluguel,Operacional,Fixa,-2678.48
2020-11-10,Pessoal,Comercial,Variável,-1819.81
2020-11-10,Infraestrutura,RH,Variável,-3016.06
2020-11-11,Infraestrutura,Comercial,Variável,-4147.82
2020-11-11,Pessoal,Administrativo,Variável,-1310.05
2020-11-12,Pessoal,RH,Variável,-2369.43
2020-11-13,Infraestrutura,RH,Variável,-3299.57
2020-11-13,Marketing,Comercial,Variável,-2008.0
2020-11-14,Serviços,Operacional,Fixa,-2637.27
2020-11-14,Infraestrutura,Operacional,Variável,-1954.37
2020-11-14,Aluguel,Comercial,Fixa,-3082.53
2020-11-15,Infraestrutura,Administrativo,Variável,-3131.59
2020-11-16,Serviços,Comercial,Variável,-2530.51
2020-11-16,Pessoal,Comercial,Variável,-1922.7
2020-11-17,Infraestrutura,Comercial,Fixa,-4258.1
2020-11-18,Marketing,RH,Fixa,-1280.79
2020-11-18,Serviços,Operacional,Variável,-1583.96
2020-11-19,Serviços,Administrativo,Fixa,-1776.64
2020-11-20,Serviços,Operacional,Fixa,-2374.86
2020-11-21,Marketing,RH,Variável,-1415.73
2020-11-22,Aluguel,Comercial,Fixa,-2621.13
2020-11-22,Pessoal,Comercial,Fixa,-2852.56
2020-11-23,Marketing,RH,Variável,-2251.83
2020-11-23,Aluguel,Operacional,Fixa,-3743.82
2020-11-24,Serviços,Comercial,Fixa,-2208.5
2020-11-24,Serviços,Comercial,Variável,-2499.21
2020-11-25,Aluguel,Operacional,Fixa,-2198.05
2020-11-25,Pessoal,RH,Fixa,-3097.93
2020-11-26,Serviços,Comercial,Fixa,-1573.82
2020-11-27,Marketing,Administrativo,Variável,-1614.14
2020-11-28,Pessoal,Operacional,Fixa,-2335.87
2020-11-29,Infraestrutura,Comercial,Fixa,-3623.91
2020-11-29,Serviços,Operacional,Variável,-3130.29
2020-11-30,Marketing,Comercial,Variável,-2485.12
2020-12-01,Pessoal,RH,Fixa,-1936.13
2020-12-02,Pessoal,Administrativo,Fixa,-853.65
2020-12-02,Serviços,Comercial,Variável,-2866.91
2020-12-03,Marketing,Comercial,Variável,-2381.66
2020-12-03,Infraestrutura,Comercial,Variável,-3513.75
2020-12-04,Aluguel,Comercial,Fixa,-3285.01
2020-12-04,Infraestrutura,RH,Variável,-4029.08
2020-12-04,Infraestrutura,Operacional,Fixa,-4604.9
2020-12-05,Aluguel,RH,Fixa,-882.72
2020-12-06,Infraestrutura,Comercial,Fixa,-3304.03
2020-12-06,Marketing,Administrativo,Fixa,-1441.36
2020-12-06,Infraestrutura,Operacional,Variável,-3497.08
2020-12-07,Aluguel,Administrativo,Fixa,-3018.67
2020-12-07,Marketing,RH,Fixa,-2023.63
2020-12-08,Serviços,RH,Fixa,-3457.24
2020-12-08,Pessoal,RH,Fixa,-1427.96
2020-12-09,Pessoal,RH,Variável,-2125.3
2020-12-09,Aluguel,Administrativo,Variável,-2906.04
2020-12-10,Aluguel,Administrativo,Variável,-3110.93
2020-12-10,Pessoal,RH,Variável,-2014.36
2020-12-11,Pessoal,Operacional,Variável,-2319.73
2020-12-12,Serviços,Comercial,Fixa,-2711.89
2020-12-13,Infraestrutura,Administrativo,Variável,-4527.47
2020-12-13,Infraestrutura,RH,Fixa,-3580.92
2020-12-13,Pessoal,Comercial,Variável,-1072.86
2020-12-14,Pessoal,Operacional,Fixa,-2875.91
2020-12-15,Aluguel,Comercial,Fixa,-2008.37
2020-12-15,Pessoal,Operacional,Fixa,-3178.71
2020-12-16,Pessoal,Operacional,Variável,-2510.09
2020-12-17,Infraestrutura,RH,Variável,-3328.68
2020-12-18,Marketing,Comercial,Variável,-1440.79
2020-12-18,Marketing,Administrativo,Fixa,-3025.39
2020-12-18,Aluguel,RH,Variável,-3057.43
2020-12-19,Serviços,Operacional,Fixa,-2319.3
2020-12-19,Serviços,Operacional,Variável,-2931.23
2020-12-20,Pessoal,Operacional,Variável,-2957.21
2020-12-20,Pessoal,Operacional,Fixa,-2905.42
2020-12-21,Infraestrutura,RH,Fixa,-4254.3
2020-12-21,Aluguel,Comercial,Fixa,-2597.25
2020-12-21,Serviços,Operacional,Variável,-3482.31
2020-12-22,Pessoal,RH,Variável,-2229.88
2020-12-22,Marketing,RH,Fixa,-1439.92
2020-12-23,Marketing,Comercial,Fixa,-2104.31
2020-12-23,Pessoal,Administrativo,Fixa,-4311.11
2020-12-24,Infraestrutura,RH,Fixa,-1205.7
2020-12-24,Pessoal,Administrativo,Fixa,-2797.99
2020-12-25,Pessoal,RH,Fixa,-2099.11
2020-12-25,Serviços,Administrativo,Fixa,-659.87
2020-12-26,Infraestrutura,Operacional,Fixa,-2685.33
2020-12-27,Pessoal,Comercial,Variável,-3284.03
2020-12-28,Pessoal,Administrativo,Fixa,-2687.43
2020-12-29,Serviços,RH,Variável,-3769.26
2020-12-30,Infraestrutura,Operacional,Fixa,-2494.37
2020-12-30,Pessoal,Operacional,Variável,-2735.6
2020-12-31,Serviços,Administrativo,Fixa,-1360.05
2020-12-31,Infraestrutura,Administrativo,Fixa,-4852.27
2020-12-31,Infraestrutura,Operacional,Variável,-2830.21
2021-01-01,Aluguel,Operacional,Variável,-2253.06
2021-01-01,Pessoal,Administrativo,Variável,-1193.07
2021-01-02,Infraestrutura,Operacional,Fixa,-2474.67
2021-01-02,Aluguel,RH,Fixa,-2079.59
2021-01-02,Serviços,Comercial,Fixa,-2514.8
2021-01-03,Infraestrutura,RH,Fixa,-2828.39
2021-01-04,Pessoal,Operacional,Variável,-2826.26
2021-01-04,Aluguel,RH,Fixa,-2394.19
2021-01-04,Marketing,Comercial,Fixa,-1630.89
2021-01-05,Marketing,Operacional,Fixa,-2853.08
2021-01-05,Pessoal,Comercial,Fixa,-2169.59
2021-01-05,Marketing,Operacional,Variável,-1482.49
2021-01-06,Pessoal,Comercial,Variável,-2681.05
2021-01-06,Marketing,Operacional,Variável,-1610.67
2021-01-07,Marketing,Administrativo,Fixa,-1774.21
2021-01-07,Pessoal,Operacional,Fixa,-1084.8
2021-01-08,Marketing,Administrativo,Variável,-2343.95
2021-01-09,Aluguel,Comercial,Variável,-2535.09
2021-01-10,Infraestrutura,Operacional,Variável,-1655.71
2021-01-10,Pessoal,Administrativo,Variável,-2027.0
2021-01-10,Serviços,Administrativo,Fixa,-2153.8
2021-01-11,Pessoal,Comercial,Variável,-3078.92
2021-01-12,Marketing,Operacional,Fixa,-1293.19
2021-01-13,Infraestrutura,Comercial,Variável,-1125.04
2021-01-13,Serviços,Operacional,Variável,-1545.27
2021-01-14,Infraestrutura,Operacional,Fixa,-1957.29
2021-01-14,Pessoal,Operacional,Fixa,-1899.59
2021-01-14,Aluguel,Operacional,Variável,-2082.7
2021-01-15,Pessoal,RH,Variável,-1269.14
2021-01-15,Serviços,Administrativo,Variável,-1729.04
2021-01-16,Aluguel,Comercial,Variável,-1876.73
2021-01-17,Pessoal,Comercial,Variável,-1906.24
2021-01-17,Marketing,Operacional,Fixa,-1446.33
2021-01-18,Serviços,Comercial,Fixa,-985.24
2021-01-18,Infraestrutura,RH,Fixa,-1953.83
2021-01-19,Marketing,Administrativo,Variável,-1877.5
2021-01-20,Marketing,Operacional,Fixa,-1136.2
2021-01-20,Marketing,Comercial,Variável,-1446.43
2021-01-21,Infraestrutura,Comercial,Fixa,-3636.76
2021-01-22,Infraestrutura,Operacional,Variável,-2370.65
2021-01-23,Pessoal,Operacional,Variável,-2128.17
2021-01-23,Marketing,Comercial,Fixa,-1900.89
2021-01-24,Marketing,Comercial,Variável,-2039.51
2021-01-24,Marketing,RH,Fixa,-1210.33
2021-01-25,Pessoal,Comercial,Fixa,-2087.36
2021-01-25,Pessoal,Administrativo,Fixa,-2279.18
2021-01-26,Marketing,Administrativo,Fixa,-1484.39
2021-01-26,Serviços,Administrativo,Variável,-2285.36
2021-01-26,Aluguel,Administrativo,Variável,-1435.55
2021-01-27,Infraestrutura,Operacional,Fixa,-2514.4
2021-01-27,Pessoal,Comercial,Variável,-2738.61
2021-01-28,Infraestrutura,Operacional,Fixa,-2328.38
2021-01-28,Aluguel,Administrativo,Fixa,-2420.79
2021-01-28,Serviços,RH,Fixa,-1422.93
2021-01-29,Pessoal,Comercial,Fixa,-3036.64
2021-01-30,Serviços,Operacional,Fixa,-2786.03
2021-01-30,Pessoal,Operacional,Fixa,-1839.48
2021-01-31,Pessoal,RH,Fixa,-2035.95
2021-02-01,Infraestrutura,Administrativo,Fixa,-2845.92
2021-02-01,Marketing,Comercial,Variável,-978.49
2021-02-02,Pessoal,Comercial,Fixa,-2780.96
2021-02-03,Aluguel,Administrativo,Fixa,-1962.2
2021-02-03,Aluguel,Administrativo,Fixa,-2831.78
2021-02-04,Marketing,RH,Fixa,-1064.39
2021-02-05,Aluguel,Comercial,Fixa,-2161.76
2021-02-05,Infraestrutura,Operacional,Variável,-2450.83
2021-02-06,Marketing,Comercial,Fixa,-844.4
2021-02-06,Marketing,Comercial,Fixa,-2688.97
2021-02-07,Marketing,Comercial,Variável,-2489.36
2021-02-07,Pessoal,Comercial,Variável,-2974.0
2021-02-08,Infraestrutura,RH,Variável,-2589.87
2021-02-08,Serviços,RH,Fixa,-1491.66
2021-02-09,Pessoal,Comercial,Variável,-3224.43
2021-02-09,Aluguel,Operacional,Variável,-2611.73
2021-02-10,Aluguel,Comercial,Variável,-2960.09
2021-02-11,Infraestrutura,Comercial,Fixa,-1340.0
2021-02-11,Pessoal,Administrativo,Fixa,-2259.0
2021-02-12,Infraestrutura,Operacional,Fixa,-2387.83
2021-02-12,Aluguel,RH,Fixa,-1820.59
2021-02-13,Serviços,Administrativo,Variável,-3075.43
2021-02-13,Pessoal,Operacional,Fixa,-2251.78
2021-02-13,Marketing,RH,Variável,-1511.89
2021-02-14,Aluguel,Administrativo,Fixa,-1661.76
2021-02-14,Infraestrutura,Comercial,Variável,-2614.52
2021-02-15,Serviços,RH,Fixa,-2344.57
2021-02-15,Marketing,RH,Fixa,-2283.68
2021-02-16,Infraestrutura,RH,Fixa,-2212.01
2021-02-17,Marketing,Comercial,Fixa,-2060.83
2021-02-17,Infraestrutura,Operacional,Variável,-420.94
2021-02-18,Aluguel,RH,Fixa,-2135.75
2021-02-18,Marketing,Operacional,Fixa,-1564.46
2021-02-19,Infraestrutura,RH,Fixa,-3758.87
2021-02-20,Infraestrutura,Comercial,Variável,-1898.38
2021-02-21,Aluguel,Administrativo,Variável,-1665.91
2021-02-22,Pessoal,Operacional,Fixa,-2463.59
2021-02-22,Marketing,Comercial,Variável,-2455.91
2021-02-23,Infraestrutura,Administrativo,Variável,-1817.31
2021-02-23,Pessoal,RH,Variável,-2638.86
2021-02-23,Aluguel,Comercial,Fixa,-2644.35
2021-02-24,Pessoal,Administrativo,Variável,-2378.22
2021-02-24,Serviços,Operacional,Variável,-2988.32
2021-02-25,Marketing,Operacional,Variável,-2980.42
2021-02-25,Pessoal,Comercial,Fixa,-2124.04
2021-02-25,Marketing,Comercial,Variável,-1390.91
2021-02-26,Infraestrutura,Comercial,Variável,-2059.9
2021-02-26,Marketing,Administrativo,Fixa,-929.19
2021-02-26,Infraestrutura,Comercial,Variável,-2675.47
2021-02-27,Marketing,Comercial,Variável,-1628.99
2021-02-28,Serviços,Operacional,Variável,-2126.86
2021-03-01,Serviços,Administrativo,Variável,-3267.64
2021-03-01,Pessoal,Administrativo,Variável,-1505.69
2021-03-02,Infraestrutura,Administrativo,Variável,-3246.77
2021-03-02,Marketing,Administrativo,Fixa,-2448.16
2021-03-03,Serviços,Administrativo,Fixa,-1508.7
2021-03-04,Infraestrutura,Comercial,Variável,-4184.0
2021-03-05,Infraestrutura,Operacional,Variável,-1137.22
2021-03-05,Aluguel,RH,Fixa,-2833.03
2021-03-06,Serviços,Administrativo,Fixa,-1288.69
2021-03-06,Aluguel,Administrativo,Variável,-3115.55
2021-03-06,Pessoal,Administrativo,Variável,-3799.44
2021-03-07,Serviços,Operacional,Variável,-4877.69
2021-03-08,Pessoal,Operacional,Variável,-1645.13
2021-03-08,Serviços,RH,Fixa,-2423.08
2021-03-09,Pessoal,Operacional,Variável,-2669.15
2021-03-10,Serviços,Comercial,Variável,-2426.11
2021-03-10,Pessoal,Operacional,Fixa,-2882.53
2021-03-11,Pessoal,Administrativo,Fixa,-2404.69
2021-03-11,Serviços,Administrativo,Fixa,-2301.16
2021-03-12,Infraestrutura,Comercial,Variável,-3363.01
2021-03-12,Infraestrutura,Comercial,Fixa,-2918.68
2021-03-13,Infraestrutura,RH,Fixa,-2529.45
2021-03-14,Serviços,Operacional,Variável,-3244.42
2021-03-15,Infraestrutura,Operacional,Variável,-4576.72
2021-03-15,Pessoal,Comercial,Fixa,-1731.8
2021-03-15,Infraestrutura,Comercial,Fixa,-3006.49
2021-03-16,Infraestrutura,Comercial,Fixa,-2268.28
2021-03-17,Pessoal,RH,Variável,-2283.48
2021-03-18,Infraestrutura,Administrativo,Fixa,-3164.72
2021-03-19,Marketing,Comercial,Variável,-736.38
2021-03-19,Aluguel,RH,Fixa,-2755.22
2021-03-20,Aluguel,Comercial,Fixa,-2979.35
2021-03-21,Serviços,Operacional,Fixa,-4198.58
2021-03-22,Pessoal,Comercial,Variável,-2948.66
2021-03-22,Marketing,Operacional,Fixa,-2973.35
2021-03-23,Aluguel,RH,Fixa,-3217.27
2021-03-24,Marketing,Comercial,Fixa,-2134.26
2021-03-25,Serviços,RH,Fixa,-3464.56
2021-03-25,Infraestrutura,Administrativo,Variável,-3834.42
2021-03-26,Serviços,RH,Variável,-1629.12
2021-03-26,Marketing,Comercial,Fixa,-2662.32
2021-03-26,Pessoal,Administrativo,Variável,-1632.95
2021-03-27,Serviços,Operacional,Variável,-3027.06
2021-03-27,Pessoal,Comercial,Fixa,-2007.87
2021-03-28,Infraestrutura,Operacional,Fixa,-2231.03
2021-03-29,Aluguel,RH,Variável,-2975.59
2021-03-29,Serviços,Operacional,Variável,-3744.34
2021-03-30,Aluguel,Comercial,Variável,-3813.24
2021-03-31,Infraestrutura,Comercial,Variável,-3853.92
2021-04-01,Aluguel,Administrativo,Variável,-1994.83
2021-04-01,Pessoal,Operacional,Fixa,-1367.3
2021-04-02,Serviços,Operacional,Fixa,-2951.59
2021-04-02,Serviços,Administrativo,Fixa,-3511.54
2021-04-03,Aluguel,Operacional,Fixa,-2851.72
2021-04-03,Serviços,Administrativo,Variável,-1919.52
2021-04-04,Serviços,Comercial,Fixa,-2895.46
2021-04-05,Pessoal,Administrativo,Fixa,-1959.92
2021-04-06,Pessoal,RH,Variável,-3057.23
2021-04-07,Aluguel,Administrativo,Fixa,-2660.82
2021-04-08,Serviços,Operacional,Fixa,-1926.8
2021-04-08,Aluguel,RH,Fixa,-2519.63
2021-04-09,Aluguel,RH,Fixa,-2050.23
2021-04-09,Marketing,Administrativo,Fixa,-2342.13
2021-04-10,Infraestrutura,Operacional,Variável,-3577.11
2021-04-10,Pessoal,Operacional,Variável,-2475.72
2021-04-11,Pessoal,Administrativo,Fixa,-2201.42
2021-04-12,Marketing,Administrativo,Variável,-2233.52
2021-04-12,Serviços,Comercial,Variável,-2877.18
2021-04-12,Pessoal,RH,Variável,-2285.36
2021-04-13,Aluguel,Operacional,Variável,-3469.12
2021-04-13,Marketing,RH,Fixa,-3103.61
2021-04-14,Pessoal,RH,Variável,-1854.39
2021-04-14,Serviços,Comercial,Variável,-2330.14
2021-04-14,Marketing,RH,Fixa,-1543.02
2021-04-15,Infraestrutura,Administrativo,Fixa,-150.0
2021-04-16,Pessoal,Administrativo,Variável,-1045.69
2021-04-17,Serviços,Operacional,Fixa,-3563.09
2021-04-18,Marketing,RH,Variável,-1686.94
2021-04-18,Infraestrutura,Comercial,Fixa,-3995.36
2021-04-19,Aluguel,Operacional,Variável,-2668.84
2021-04-19,Marketing,Administrativo,Variável,-825.3
2021-04-20,Aluguel,Administrativo,Fixa,-2241.9
2021-04-21,Marketing,RH,Fixa,-1313.87
2021-04-21,Infraestrutura,Operacional,Variável,-3207.33
2021-04-22,Marketing,Comercial,Fixa,-3477.97
2021-04-23,Serviços,Comercial,Variável,-689.25
2021-04-23,Aluguel,Administrativo,Variável,-2261.52
2021-04-24,Serviços,Operacional,Variável,-1691.54
2021-04-24,Pessoal,Administrativo,Variável,-1049.9
2021-04-25,Serviços,Operacional,Fixa,-1367.49
2021-04-26,Serviços,Comercial,Fixa,-2217.96
2021-04-27,Marketing,Operacional,Variável,-1829.27
2021-04-27,Aluguel,Operacional,Variável,-1661.99
2021-04-27,Serviços,Comercial,Fixa,-5034.03
2021-04-28,Infraestrutura,Comercial,Fixa,-3538.49
2021-04-28,Serviços,Administrativo,Variável,-3110.15
2021-04-29,Aluguel,RH,Variável,-2624.67
2021-04-29,Aluguel,Operacional,Fixa,-3161.32
2021-04-30,Infraestrutura,Comercial,Fixa,-3342.12
2021-05-01,Aluguel,Operacional,Fixa,-2905.01
2021-05-02,Marketing,Comercial,Variável,-306.57
2021-05-02,Infraestrutura,Administrativo,Variável,-2833.3
2021-05-02,Marketing,Operacional,Variável,-976.01
2021-05-03,Pessoal,RH,Fixa,-1697.65
2021-05-03,Pessoal,Administrativo,Fixa,-3069.94
2021-05-04,Aluguel,Operacional,Fixa,-2586.67
2021-05-04,Marketing,Operacional,Fixa,-150.0
2021-05-04,Infraestrutura,Operacional,Fixa,-3486.91
2021-05-05,Aluguel,RH,Fixa,-2448.28
2021-05-05,Aluguel,Comercial,Variável,-3246.98
2021-05-06,Serviços,Operacional,Variável,-2784.4
2021-05-07,Pessoal,Comercial,Fixa,-509.16
2021-05-07,Pessoal,Operacional,Variável,-1506.16
2021-05-08,Infraestrutura,Comercial,Fixa,-2109.73
2021-05-09,Aluguel,Comercial,Variável,-2654.54
2021-05-09,Aluguel,Administrativo,Fixa,-2146.76
2021-05-10,Infraestrutura,RH,Variável,-2942.15
2021-05-10,Aluguel,Administrativo,Fixa,-3323.83
2021-05-10,Serviços,RH,Fixa,-2738.37
2021-05-11,Aluguel,Comercial,Variável,-1692.87
2021-05-11,Infraestrutura,RH,Fixa,-4373.68
2021-05-12,Marketing,Comercial,Variável,-1596.88
2021-05-13,Marketing,Comercial,Fixa,-1764.84
2021-05-14,Infraestrutura,Comercial,Fixa,-4186.39
2021-05-15,Marketing,Comercial,Fixa,-1486.85
2021-05-15,Infraestrutura,Administrativo,Fixa,-2875.4
2021-05-16,Pessoal,RH,Fixa,-2954.54
2021-05-17,Pessoal,RH,Variável,-1891.49
2021-05-18,Infraestrutura,Comercial,Fixa,-2997.34
2021-05-18,Marketing,Administrativo,Fixa,-705.83
2021-05-18,Serviços,Administrativo,Fixa,-3043.26
2021-05-19,Infraestrutura,Operacional,Fixa,-2648.3
2021-05-20,Pessoal,Administrativo,Variável,-1666.56
2021-05-21,Marketing,Comercial,Fixa,-1169.24
2021-05-22,Serviços,RH,Variável,-1067.29
2021-05-22,Aluguel,Comercial,Variável,-2732.46
2021-05-23,Infraestrutura,Administrativo,Fixa,-1636.11
2021-05-23,Infraestrutura,Operacional,Fixa,-3057.91
2021-05-24,Marketing,Comercial,Variável,-2248.34
2021-05-25,Infraestrutura,Administrativo,Variável,-3939.63
2021-05-25,Pessoal,Comercial,Fixa,-2447.25
2021-05-26,Serviços,Operacional,Fixa,-2647.59
2021-05-27,Marketing,Comercial,Fixa,-2648.95
2021-05-28,Serviços,Operacional,Variável,-808.6
2021-05-29,Aluguel,Administrativo,Fixa,-2505.61
2021-05-29,Serviços,Operacional,Fixa,-1125.46
2021-05-30,Infraestrutura,RH,Variável,-3811.0
2021-05-30,Infraestrutura,Administrativo,Fixa,-2891.42
2021-05-31,Pessoal,Administrativo,Variável,-2141.23
2021-05-31,Serviços,Administrativo,Fixa,-2443.55
2021-06-01,Infraestrutura,Comercial,Variável,-2967.5
2021-06-01,Serviços,Administrativo,Fixa,-2014.48
2021-06-02,Pessoal,Operacional,Fixa,-2019.44
2021-06-02,Pessoal,Comercial,Variável,-2790.47
2021-06-03,Pessoal,Comercial,Fixa,-2178.42
2021-06-04,Pessoal,Operacional,Fixa,-1620.94
2021-06-04,Aluguel,Operacional,Fixa,-3546.09
2021-06-05,Marketing,RH,Variável,-1613.62
2021-06-06,Infraestrutura,RH,Fixa,-2856.32
2021-06-06,Marketing,Comercial,Fixa,-1633.61
2021-06-07,Marketing,Comercial,Variável,-2289.92
2021-06-07,Pessoal,Administrativo,Fixa,-2516.02
2021-06-08,Marketing,Operacional,Fixa,-2682.09
2021-06-09,Infraestrutura,RH,Fixa,-3396.45
2021-06-09,Serviços,Administrativo,Fixa,-3796.58
2021-06-09,Serviços,Operacional,Variável,-2170.54
2021-06-10,Aluguel,Administrativo,Variável,-2425.48
2021-06-10,Marketing,Comercial,Variável,-1445.5
2021-06-11,Marketing,Comercial,Variável,-2042.5
2021-06-12,Pessoal,RH,Fixa,-3704.97
2021-06-13,Aluguel,RH,Variável,-3306.49
2021-06-14,Pessoal,Administrativo,Fixa,-2724.64
2021-06-14,Marketing,RH,Fixa,-2390.04
2021-06-15,Aluguel,Operacional,Fixa,-4101.45
2021-06-16,Serviços,RH,Fixa,-3914.91
2021-06-16,Infraestrutura,RH,Fixa,-3308.96
2021-06-16,Pessoal,Comercial,Variável,-2457.22
2021-06-17,Serviços,Operacional,Fixa,-2727.77
2021-06-17,Marketing,Administrativo,Fixa,-1802.4
2021-06-18,Aluguel,RH,Fixa,-3268.03
2021-06-18,Aluguel,Comercial,Variável,-1868.14
2021-06-19,Marketing,Comercial,Variável,-2554.58
2021-06-19,Marketing,RH,Fixa,-1662.27
2021-06-20,Aluguel,RH,Variável,-2076.45
2021-06-21,Pessoal,Comercial,Variável,-2989.91
2021-06-21,Marketing,Comercial,Variável,-3177.72
2021-06-22,Marketing,Administrativo,Variável,-3266.89
2021-06-22,Infraestrutura,RH,Variável,-4394.54
2021-06-22,Aluguel,Operacional,Fixa,-3286.75
2021-06-23,Serviços,Comercial,Fixa,-1366.09
2021-06-24,Infraestrutura,Administrativo,Fixa,-4530.62
2021-06-24,Aluguel,Operacional,Fixa,-1999.3
2021-06-24,Infraestrutura,Comercial,Fixa,-4731.28
2021-06-25,Infraestrutura,Comercial,Fixa,-2540.11
2021-06-26,Aluguel,RH,Fixa,-1849.05
2021-06-27,Marketing,Operacional,Fixa,-892.07
2021-06-28,Marketing,RH,Variável,-2977.95
2021-06-28,Pessoal,Operacional,Fixa,-1321.07
2021-06-28,Infraestrutura,Operacional,Fixa,-3536.03
2021-06-29,Pessoal,Operacional,Variável,-2312.13
2021-06-30,Marketing,Administrativo,Variável,-3326.81
2021-06-30,Serviços,Administrativo,Fixa,-1871.33
2021-07-01,Aluguel,Operacional,Fixa,-3295.37
2021-07-02,Pessoal,Comercial,Variável,-2299.59
2021-07-02,Marketing,Comercial,Fixa,-1430.56
2021-07-03,Marketing,Operacional,Fixa,-1933.07
2021-07-03,Pessoal,Operacional,Fixa,-3721.88
2021-07-03,Infraestrutura,Operacional,Fixa,-2185.96
2021-07-04,Infraestrutura,RH,Variável,-3852.51
2021-07-05,Infraestrutura,Administrativo,Variável,-1023.23
2021-07-06,Serviços,Operacional,Fixa,-1436.97
2021-07-06,Infraestrutura,RH,Fixa,-2078.86
2021-07-07,Infraestrutura,Operacional,Variável,-1132.33
2021-07-07,Marketing,Administrativo,Fixa,-1476.49
2021-07-08,Aluguel,Operacional,Fixa,-1310.18
2021-07-08,Aluguel,Comercial,Fixa,-1560.92
2021-07-09,Serviços,Operacional,Variável,-578.71
2021-07-09,Marketing,RH,Variável,-990.12
2021-07-09,Serviços,Administrativo,Variável,-1789.44
2021-07-10,Aluguel,Operacional,Variável,-3480.84
2021-07-10,Marketing,Administrativo,Fixa,-2070.92
2021-07-11,Pessoal,Administrativo,Variável,-1734.75
2021-07-12,Aluguel,Operacional,Fixa,-2267.09
2021-07-12,Infraestrutura,Administrativo,Fixa,-3155.91
2021-07-13,Pessoal,Comercial,Variável,-2956.04
2021-07-14,Infraestrutura,Comercial,Fixa,-2422.67
2021-07-15,Aluguel,Administrativo,Variável,-2682.55
2021-07-15,Pessoal,Comercial,Fixa,-1146.73
2021-07-16,Pessoal,RH,Fixa,-2175.12
2021-07-17,Serviços,Comercial,Fixa,-1281.37
2021-07-18,Pessoal,Operacional,Fixa,-2454.43
2021-07-18,Serviços,Operacional,Fixa,-2916.25
2021-07-19,Pessoal,Comercial,Fixa,-1857.61
2021-07-20,Marketing,Comercial,Variável,-2469.96
2021-07-20,Marketing,Operacional,Fixa,-2109.03
2021-07-21,Serviços,Comercial,Variável,-1383.18
2021-07-21,Aluguel,Operacional,Variável,-2054.62
2021-07-22,Pessoal,RH,Fixa,-2018.52
2021-07-22,Pessoal,Comercial,Fixa,-1443.76
2021-07-23,Infraestrutura,RH,Variável,-2745.72
2021-07-23,Aluguel,Operacional,Variável,-2118.66
2021-07-24,Aluguel,Operacional,Variável,-3004.76
2021-07-24,Aluguel,Administrativo,Fixa,-2622.73
2021-07-25,Pessoal,RH,Fixa,-3178.06
2021-07-26,Infraestrutura,Operacional,Variável,-2371.09
2021-07-26,Serviços,Operacional,Fixa,-2270.45
2021-07-26,Serviços,Operacional,Variável,-1359.92
2021-07-27,Serviços,Operacional,Variável,-3137.86
